's gravenhage, |h;
electron microscope, h;
electron microscopic, |A;
electron microscopy, |h;
electron multiplier, h;
electron optics, h;
electron probe microanalysis, h;
electron radiation, |h;
electron telescope, h;
electron tube, h;
electron volt, |h;
electron-ray tube, h;
electron-volt, N;
electronarcosis, N;
electronegative, A;
electronegativity, N;
electroneutral, A;
electroneutrality, N;
electronic, A;
electronic Bohr magneton, h;
electronic balance, |h;
electronic brain, h;
electronic bulletin board, |h;
electronic communication, |h;
electronic computer, |h;
electronic converter, |h;
electronic counter-countermeasures, |h;
electronic countermeasures, |h;
electronic data processing, h;
electronic database, |h;
electronic deception, |h;
electronic device, |h;
electronic dictionary, |h;
electronic equipment, |h;
electronic fetal monitor, |h;
electronic fix, h;
electronic flash, h;
electronic image, |h;
electronic imitative deception, |h;
electronic information service, |h;
electronic instrument, |h;
electronic jamming, |h;
electronic mail, |h;
electronic manipulative deception, |h;
electronic music, h;
electronic organ, h;
electronic reconnaissance, |h;
electronic scanning, h;
electronic signal, |h;
electronic simulative deception, |h;
electronic stylus, |h;
electronic surveillance, |h;
electronic text, |h;
electronic tube, h;
electronic voltmeter, |h;
electronic warfare, |h;
electronic warfare-support measures, |h;
electronically, v;
electronics, N;
electronics company, |h;
electronics industry, |h;
electronics intelligence, |h;
electronvolt, N;
electroori, p;
electroosmotic, A;
electroosmotically, v;
electrophilic, A;
electrophilically, v;
electrophone, N;
electrophonic, A;
electrophonically, v;
electrophoresis, NA;
electrophoretic, A;
electrophoridae, |N;
electrophorus, N;
electrophorus electric, |h;
electrophotographic, A;
electrophotography, N;
electrophysiologic, A;
electrophysiological, A;
electrophysiologically, v;
electrophysiologist, N;
electrophysiology, N;
electroplaque, N;
electroplate, tNAV;
electroplated, V;
electroplater, N;
electroplating, V;
electropolish, t;
electropositive, A;
electroreduction, N;
electrorefining, N;
electros, p;
electroscope, N;
electroscopic, A;
electrosensitive, A;
electroshock, N;
electroshock therapy, h;
electrostatic, A;
electrostatic bond, |h;
electrostatic generator, h;
electrostatic induction, h;
electrostatic lens, h;
electrostatic machine, |h;
electrostatic precipitation, h;
electrostatic precipitator, h;
electrostatic printer, |h;
electrostatic unit, h;
electrostatically, v;
electrostatics, N;
electrostriction, N;
electrostrictive, A;
electrosurgery, N;
electrosurgical, A;
electrosurgically, v;
electrosynthesis, N;
electrosynthetic, A;
electrosynthetically, v;
electrotactic, A;
electrotaxis, N;
electrotechnic, A;
electrotechnical, A;
electrotechnician, N;
electrotechnics, N;
electrotechnology, N;
electrotherapeutic, A;
electrotherapeutical, A;
electrotherapeutics, N;
electrotherapist, N;
electrotherapy, N;
electrothermal, A;
electrothermally, v;
electrothermics, N;
electrotonic, A;
electrotonus, N;
electrotropic, A;
electrotropism, N;
electrotype, Nt;
electrotyped, V;
electrotyper, N;
electrotypic, A;
electrotyping, V;
electrotypist, N;
electrotypy, N;
electrovalence, N;
electrovalency, N;
electrovalent, A;
electrovalent bond, h;
electrovalently, v;
electrowinning, N;
electrum, N;
electuaries, p;
electuary, N;
eleemosynary, A;
elegance, N;
elegancies, p;
elegancy, N;
elegant, A;
elegant brodiaea, |h;
elegant cat's ears, |h;
elegant habenaria, |h;
elegantly, v;
elegiac, AN;
elegiac couplet, h;
elegiac pentameter, h;
elegiac stanza, h;
elegies, p;
elegise, ti;
elegised, ti;
elegising, ti;
elegist, N;
elegit, N;
elegize, V;
elegized, V;
elegizing, V;
elegy, N;
elektra, N;
elem, N;
element, N;
element 104, |h;
element 105, |h;
element 106, |h;
element 107, |h;
element of a cone, |h;
element of a cylinder, |h;
elemental, AN;
elemental area, h;
elementally, v;
elementarily, v;
elementariness, N;
elementary, A;
elementary education, |h;
elementary geometry, |h;
elementary particle, h;
elementary process, h;
elementary school, h;
elements, |N;
elemi, N;
elemis, p;
elemong, N;
elenchus, N;
elenctic, A;
eleocharis, |N;
eleocharis acicularis, |h;
eleocharis dulcis, |h;
eleocharis palustris, |h;
eleoptene, N;
eleostearic acid, |h;
eleotridae, |N;
elephant, N;
elephant bird, h;
elephant ear, |h;
elephant fish, h;
elephant grass, h;
elephant gun, h;
elephant seal, h;
elephant shrew, h;
elephant tree, |h;
elephant yam, |h;
elephant's, A;
elephant's ear, |h;
elephant's trunk, h;
elephant's trunk snake, h;
elephant's-ear, N;
elephant's-foot, N;
elephant's-foots, p;
elephant-tusk, |N;
elephanta, N;
elephantiasic, A;
elephantiasis, N;
elephantiasis neuromatosa, |h;
elephantiasis scroti, |h;
elephantidae, |N;
elephantine, A;
elephantoid, A;
elephantopus, |N;
elephants, p;
elephas, |N;
elephas maximus, |h;
elettaria, |N;
elettaria cardamomum, |h;
eleuin, !;
eleusine, |N;
eleusine coracana, |h;
eleusine indica, |h;
eleutherodactylus, |N;
eleuthra bark, |h;
elevate, tV;
elevated, A;
elevated railroad, h;
elevated railway, |h;
elevating, V;
elevatingly, v;
elevation, N;
elevator, N;
elevator boy, |h;
elevator car, |h;
elevator girl, |h;
elevator man, |h;
elevator operator, |h;
eleven, NDA;
eleven-plus, N;
elevenses, p;
eleventh, AN;
eleventh chord, h;
eleventh cranial nerve, |h;
eleventh hour, h;
elevon, N;
elf, N;
elf cup, |h;
elf owl, h;
elfin, AN;
elfinwood, N;
elfish, AN;
elfishly, v;
elfishness, N;
elfland, N;
elflike, A;
elflock, N;
elhi, A;
elicit, tV;
elicitable, A;
elicitation, N;
elicited, |A;
elicitor, N;
elide, V;
elided, t;
elidible, A;
eliding, t;
eligibility, N;
eligible, A;
eligible paper, h;
eligibly, v;
elijah, |N;
eliminability, N;
eliminable, A;
eliminant, N;
eliminate, tV;
eliminated, t;
eliminating, t;
elimination, N;
elimination tournament, |h;
eliminative, A;
eliminator, N;
eliminatory, A;
elinguate, t;
elinguated, t;
elinguating, t;
elinguation, N;
elint, |N;
elinvar, |N;
eliomys, |N;
elision, N;
elisor, N;
elite, NA;
elitism, N;
elitist, N;
elix, N;
elixir, N;
elixir of life, |h;
elizabeth, |N;
elizabeth i, |h;
elizabeth ii, |h;
elizabethan, |NA;
elizabethan age, |h;
elizabethan sonnet, |h;
elk, N;
elk clover, h;
elk nut, |h;
elk-grass, N;
elkhorn fern, |h;
elkhound, N;
elkwood, |N;
ell, N;
ellas, |N;
elli, |N;
ellice islands, |h;
elliott's goldenrod, |h;
ellipse, N;
ellipses, p;
ellipsis, N;
ellipsograph, N;
ellipsoid, NA;
ellipsoid of revolution, |h;
ellipsoidal, A;
elliptic, A;
elliptic function, h;
elliptic geometry, h;
elliptic integral, h;
elliptic leaf, |h;
elliptic spring, h;
elliptic velocity, h;
elliptical, A;
elliptical light, h;
elliptical polarization, h;
elliptically, v;
elliptically polarized, h;
ellipticalness, N;
ellipticity, N;
elliptograph, N;
ellis island, |h;
ellul, |N;
elm, N;
elm bark beetle, h;
elm blight, h;
elm family, |h;
elm leaf beetle, h;
elm tree, |h;
elmier, A;
elmiest, A;
elmwood, |N;
elmy, A;
elocution, N;
elocutionary, A;
elocutionist, N;
elodea, |N;
elodea canadensis, |h;
elodea densa, |h;
eloign, t;
eloigner, N;
eloignment, N;
eloiner, N;
eloinment, N;
elongate, VA;
elongate leaf, |h;
elongated, VA;
elongating, V;
elongation, N;
elongative, A;
elope, iV;
eloped, i;
elopement, N;
eloper, N;
elopidae, |N;
eloping, i;
elops, |N;
elops saurus, |h;
eloquence, N;
eloquent, A;
eloquently, v;
eloquentness, N;
elritch, A;
elsass, |N;
else, DvA;
elsewhere, v;
elsewhither, v;
elsholtzia, |N;
eluant, N;
eluate, N;
elucidate, V;
elucidated, t;
elucidating, t;
elucidation, N;
elucidative, A;
elucidator, N;
elude, tV;
eluded, t;
eluder, N;
eluding, tN;
eluent, N;
elul, |N;
elusion, N;
elusive, A;
elusively, v;
elusiveness, N;
elute, tV;
eluted, t;
eluting, t;
elution, N;
elutriate, t;
elutriated, t;
elutriating, t;
elutriation, N;
elutriator, N;
eluvial, A;
eluviate, i;
eluviated, i;
eluviating, i;
eluviation, N;
eluvium, N;
eluvivia, p;
elver, N;
elves, N;
elvish, A;
elvishly, v;
elymus, |N;
elymus arenarius, |h;
elymus canadensis, |h;
elymus caput-medusae, |h;
elymus condensatus, |h;
elymus hispidus, |h;
elymus trachycaulos, |h;
elysian, |A;
elysian fields, |h;
elysium, |N;
elytra, N;
elytroid, A;
elytron, N;
elytrous, A;
elytrtra, p;
elytrum, N;
em, N;
em dash, h;
em pica, h;
em quad, h;
emaciate, V;
emaciated, A;
emaciating, t;
emaciation, N;
emagram, N;
email, |NV;
emanant, A;
emanate, itV;
emanated, V;
emanating, V;
emanation, N;
emanational, A;
emanative, A;
emanatively, v;
emanator, N;
emanatory, A;
emancipate, tV;
emancipated, tA;
emancipating, tA;
emancipation, N;
emancipationist, N;
emancipative, A;
emancipator, N;
emancipatory, A;
emancipist, N;
emarginate, A;
emarginate leaf, |h;
emarginately, v;
emargination, N;
emasculate, VtA;
emasculated, VA;
emasculating, V;
emasculation, N;
emasculative, A;
emasculator, N;
emasculatory, A;
embacle, N;
embalm, tV;
embalmer, N;
embalmment, N;
embank, t;
embankment, N;
embar, t;
embarcation, N;
embargo, NVt;
embargoes, p;
embargoing, p;
embark, Vi;
embark on, |V;
embarkation, N;
embarkation deck, h;
embarkment, N;
embarrass, V;
embarrassed, |A;
embarrassedly, v;
embarrassing, |A;
embarrassingly, v;
embarrassment, N;
embarred, t;
embarring, t;
embassador, N;
embassage, N;
embassies, p;
embassy, N;
embattle, t;
embattled, A;
embattled grady, h;
embattlement, N;
embattling, t;
embay, t;
embayment, N;
embed, Vt;
embedded, tA;
embedding, N;
embedment, N;
embellish, tV;
embellished, |A;
embellisher, N;
embellishment, N;
ember, N;
ember day, |h;
ember goose, h;
emberiza, |N;
emberiza aureola, |h;
emberiza citrinella, |h;
emberiza hortulana, |h;
emberiza schoeniclus, |h;
emberizidae, |N;
embezzle, V;
embezzled, tA;
embezzlement, N;
embezzler, N;
embezzling, t;
embiid, N;
embiodea, |N;
embioptera, |N;
embiotocid, NA;
embiotocidae, |N;
embitter, tV;
embitterer, N;
embitterment, N;
emblaze, t;
emblazed, t;
emblazer, N;
emblazing, t;
emblazon, tV;
emblazoner, N;
emblazonment, N;
emblazonry, N;
emblem, N;
emblem book, h;
emblematic, A;
emblematical, |A;
emblematically, v;
emblematicalness, N;
emblematise, t;
emblematised, t;
emblematising, t;
emblematist, N;
emblematize, t;
emblematized, t;
emblematizing, t;
emblements, p;
embodied, tA;
embodier, N;
embodiment, N;
embody, V;
embodying, t;
embolden, tV;
emboldened, |A;
embolectomies, p;
embolectomy, N;
embolic, A;
embolies, p;
embolism, N;
embolismic, A;
embolite, N;
embolus, N;
emboly, N;
embonpoint, NA;
emboota, N;
embootas, p;
embosk, t;
embosom, t;
emboss, V;
embossed, |A;
embosser, N;
embossment, N;
embothrium, |N;
embothrium coccineum, |h;
embouchure, N;
embouchures, p;
embow, t;
embowed, A;
embowel, V;
emboweled, t;
emboweling, t;
embowelled, t;
embowelling, t;
embower, tV;
embowered, |A;
embowment, N;
embrace, VNt;
embraceable, A;
embraced, Vt;
embracement, N;
embraceor, N;
embracer, N;
embraceries, p;
embracery, N;
embracing, VtN;
embracive, A;
embranchment, N;
embrangle, tV;
embrangled, t;
embranglement, N;
embrangling, t;
embrasure, N;
embrasured, A;
embrectomy, N;
embrittle, ti;
embrittled, ti;
embrittlement, N;
embrittling, ti;
embrocate, t;
embrocated, t;
embrocating, t;
embrocation, N;
embroider, V;
embroidered, |A;
embroiderer, N;
embroideress, N;
embroideries, p;
embroidery, N;
embroidery frame, |h;
embroidery hoop, |h;
embroidery needle, |h;
embroil, tV;
embroiled, |A;
embroiler, N;
embroilment, N;
embrown, |V;
embrue, V;
embrued, t;
embruing, t;
embrute, ti;
embruted, ti;
embruting, ti;
embryectomies, p;
embryectomy, N;
embryo, NA;
embryo sac, h;
embryogenic, A;
embryogeny, N;
embryoid, A;
embryol, N;
embryologic, A;
embryological, A;
embryologically, v;
embryologies, p;
embryologist, N;
embryology, N;
embryonal, |A;
embryonal carcinoma, |h;
embryonic, A;
embryonic cell, |h;
embryonic membrane, |h;
embryonic tissue, |h;
embryonically, v;
embryos, p;
embryotic, |A;
embryotomies, p;
embryotomy, N;
embryotroph, N;
embryotrophic, A;
embryotrophy, N;
embryulcia, N;
embryulculci, p;
embryulcus, N;
embryulcuses, p;
embus, V;
embusqu, N;
embussed, it;
embussing, it;
emcee, NV;
emceed, V;
emceeing, V;
eme, N;
emeer, N;
emeerate, N;
emend, tV;
emendable, A;
emendate, t;
emendated, t;
emendating, t;
emendation, N;
emendator, N;
emendatory, A;
emended, |A;
emerald, N;
emerald creeper, |h;
emerald cut, h;
emerald isle, |h;
emerald shiner, |h;
emerald toucanet, h;
emerge, iV;
emerged, i;
emergence, N;
emergencies, p;
emergency, NA;
emergency boat, h;
emergency brake, h;
emergency exit, |h;
emergency landing, |h;
emergency procedure, |h;
emergency room, |h;
emergent, AN;
emergent evolution, h;
emergently, v;
emergentness, N;
emerging, iA;
emeritus, AN;
emerituti, p;
emerize, t;
emerized, t;
emerizing, t;
emersed, A;
emersion, N;
emery, N;
emery board, h;
emery cloth, h;
emery paper, |h;
emery rock, |h;
emery stone, |h;
emery wheel, h;
emeside, |N;
emesis, N;
emetic, AN;
emetine, N;
emetrol, |N;
emeu, N;
emf, N;
emiction, N;
emigr, N;
emigrant, N;
emigrate, iV;
emigrated, V;
emigrating, V;
emigration, N;
emigrational, A;
emigrative, A;
emigratory, A;
emigre, |N;
emigree, |N;
emile, |N;
emile zola, |h;
emilia, |N;
emilia coccinea, |h;
emilia flammea, |h;
emilia javanica, |h;
emilia sagitta, |h;
emilia-romagna, |N;
eminence, N;
eminencies, p;
eminency, N;
eminent, A;
eminent domain, h;
eminently, v;
emir, N;
emirate, N;
emissaries, p;
emissary, N;
emissary vein, |h;
emission, N;
emission spectrum, h;
emissive, A;
emissivity, N;
emit, V;
emit light, |V;
emittance, N;
emitted, t;
emitter, N;
emitting, tA;
emmanthe, |N;
emmanthe penduliflora, |h;
emmarble, t;
emmarbled, t;
emmarbling, t;
emmenagogue, NA;
emmenia, N;
emmeniopathy, N;
emmental, |N;
emmentaler, |N;
emmenthal, |N;
emmenthaler, |N;
emmer, N;
emmet, N;
emmetrope, N;
emmetropia, N;
emmetropic, A;
emollience, N;
emollient, AN;
emollition, N;
emolument, N;
emote, iV;
emoted, i;
emoter, N;
emoting, i;
emotion, N;
emotionable, A;
emotional, A;
emotional arousal, |h;
emotional disorder, |h;
emotional disturbance, |h;
emotional person, |h;
emotional state, |h;
emotionalise, t;
emotionalised, t;
emotionalising, t;
emotionalism, N;
emotionalist, N;
emotionalistic, A;
emotionality, N;
emotionalize, t;
emotionalized, t;
emotionalizing, t;
emotionally, v;
emotionless, A;
emotionlessness, |N;
emotive, A;
emotive meaning, h;
emotively, v;
emotiveness, N;
emotivism, N;
emotivity, N;
emp, N;
empaistic, A;
empale, V;
empaled, t;
empalement, N;
empaler, N;
empaling, t;
empanada, N;
empanel, V;
empaneled, t;
empaneling, t;
empanelled, t;
empanelling, t;
empathetic, |A;
empathetically, |v;
empathic, A;
empathically, v;
empathize, iV;
empathized, i;
empathizing, i;
empathy, N;
empennage, N;
empennages, p;
emperies, p;
emperor, N;
emperor butterfly, |h;
emperor moth, |h;
emperor penguin, h;
emperorship, N;
empery, N;
empestic, A;
empetraceae, |N;
empetrum, |N;
emphases, p;
emphasis, N;
emphasise, tV;
emphasised, t;
emphasising, t;
emphasize, tV;
emphasized, tA;
emphasizing, tN;
emphatic, AN;
emphatically, |v;
emphaticalness, N;
emphysema, N;
emphysematous, A;
empire, N;
empire builder, h;
empire building, h;
empire day, |h;
empire state, |h;
empire state of the south, |h;
empire-builder, NA;
empiric, NA;
empirical, A;
empirical formula, h;
empirical research, |h;
empirically, v;
empiricalness, N;
empiricism, NA;
empiricist, NA;
empiricist philosophy, |h;
empirin, |N;
empirism, N;
empiristic, A;
emplace, t;
emplaced, V;
emplacement, N;
emplacing, V;
emplane, V;
emplectite, N;
employ, tNV;
employability, N;
employable, A;
employed, |A;
employee, N;
employee ownership, |h;
employee stock ownership plan, |h;
employee-owned business, |h;
employee-owned enterprise, |h;
employer, N;
employment, N;
employment agency, h;
employment agent, |h;
employment agreement, |h;
employment contract, |h;
employment exchange, h;
empoison, t;
empoisonment, N;
empolder, V;
emporia, p;
emporium, N;
emporiums, p;
empoverish, V;
empower, tV;
empowered, |A;
empowerment, N;
empress, N;
empress tree, h;
empressement, N;
empressements, p;
emprise, N;
empt, t;
emptiable, A;
emptied, A;
emptier, N;
empties, A;
